,,,,,,,,,,-89.74964904785156,89.1871337890625,-17.916641235351562,17.825790405273438
0,-5,0,-12,1,-4,,,-10,-1,-23.606246948242188,16.202651977539062,-5.2458343505859375,11.2313232421875
-7,-17,7,-51,-16,-15,,,-26,-3,-19.703216552734375,13.135452270507812,-4.3784942626953125,32.71238708496094
-1.0,-1.0,7.0,-27.0,-6.0,-1.0,19.0,-16.0,-6.0,2.0,-6.6578521728515625,4.4385833740234375,-1.479522705078125,15.536727905273438
-2.0,2.0,2.0,-11.0,-2.0,9.0,34.0,-21.0,-6.0,5.0,16.201751708984375,-7.145172119140625,-11.047012329101562,-0.598175048828125
4.0,6.0,-7.0,24.0,0.0,17.0,6.0,-2.0,-7.0,6.0,35.42362976074219,-20.026031494140625,-21.744346618652344,-2.0608062744140625
2.0,18.0,-8.0,49.0,1.0,13.0,-25.0,54.0,-8.0,2.0,22.280105590820312,-24.752410888671875,-5.4322662353515625,-3.4232635498046875
-3,-6,-1,-8,,,-17,2,8,-28,10.280731201171875,-21.981307983398438,24.706993103027344,-4.5880279541015625
9,-3,-1,0,,,-23,-2,35,-32,5.154632568359375,-14.005172729492188,28.30255126953125,-5.8636932373046875
-10,-7,-2,5,,,,,22,-10,-1.90631103515625,2.794219970703125,4.6439666748046875,-10.269500732421875
1,4,0,8,,,,,3,22,-13.336044311523438,22.3118896484375,-2.96356201171875,-17.633895874023438
-19,12,-2,-1,-7,24,,,-17,34,-19.53692626953125,24.772994995117188,-4.3415374755859375,-13.702545166015625
12,-22,4,-36,-13,-11,,,-24,-1,-24.568328857421875,18.035476684570312,-5.4596099853515625,5.959724426269531
-3.0,-1.0,2.0,-20.0,-7.0,0.0,7.0,-10.0,-11.0,2.0,-21.092910766601562,14.06195068359375,-4.68731689453125,31.984642028808594
-3.0,-1.0,1.0,-24.0,-5.0,7.0,20.0,-18.0,-10.0,4.0,-8.77081298828125,5.8472137451171875,-1.949066162109375,19.855331420898438
1.0,3.0,-2.0,-2.0,-4.0,8.0,20.0,-18.0,-3.0,4.0,11.63885498046875,-5.0007476806640625,-8.109268188476562,-0.0766754150390625
2,10,,,0,15,11,-4,-5,6,29.828506469726562,-15.546951293945312,-19.029693603515625,-1.510345458984375
2,19,,,0,21,-29,67,-10,3,25.736297607421875,-20.5439453125,-12.518852233886719,-2.52191162109375
-2.0,-17.0,2.0,-14.0,8.0,-67.0,-22.0,-1.0,11.0,-36.0,14.612106323242188,-27.388015747070312,17.80657196044922,-4.8721771240234375
-7,1,3,4,,,-14,-1,38,-37,6.794464111328125,-17.536636352539062,32.378570556640625,-5.9732818603515625
15,-5,0,9,,,-5,6,35,-15,-0.6540374755859375,-0.22552490234375,9.01849365234375,-10.269821166992188
2,6,1,15,7,27,,,7,11,-14.246429443359375,23.915451049804688,-3.1658782958984375,-19.136550903320312
1,10,-8,20,-10,46,,,-21,60,-19.6072998046875,24.70947265625,-4.357177734375,-13.560905456542969
-7,-7,3,-17,-11,-6,,,-22,2,-27.1470947265625,19.64666748046875,-6.0326995849609375,9.173210144042969
-2,-11,7,-29,-8,-11,,,-12,-1,-19.960983276367188,13.307296752929688,-4.435760498046875,32.563018798828125
0,-5,20,-55,2,-2,,,-7,-1,-7.0853118896484375,4.723541259765625,-1.5745391845703125,16.423568725585938
-1.0,0.0,0.0,-21.0,-9.0,0.0,20.0,-15.0,-4.0,2.0,13.078262329101562,-5.67950439453125,-8.995651245117188,-0.36859130859375
1.0,3.0,-4.0,1.0,-3.0,10.0,32.0,-24.0,-5.0,5.0,30.596176147460938,-16.2281494140625,-19.365676879882812,-1.5972747802734375
5.0,18.0,-8.0,49.0,0.0,26.0,-4.0,23.0,-9.0,6.0,27.26898193359375,-24.744308471679688,-11.537834167480469,-3.1836700439453125
4.0,8.0,-7.0,39.0,7.0,-23.0,-29.0,56.0,-2.0,-14.0,12.327880859375,-25.09625244140625,22.89569854736328,-4.8535614013671875
1.0,-24.0,9.0,-18.0,23.0,-80.0,-26.0,-3.0,31.0,-46.0,5.84619140625,-15.572906494140625,30.43994140625,-5.9974365234375
-3.0,11.0,3.0,8.0,7.0,-3.0,-7.0,-2.0,26.0,-10.0,-0.8441009521484375,0.5938720703125,6.1798553466796875,-9.00665283203125
3,-7,-1,9,4,23,,,23,0,-12.732498168945312,21.683334350585938,-2.8294525146484375,-17.777206420898438
-2,9,-11,15,-12,50,,,-21,51,-21.654876708984375,27.669036865234375,-4.81219482421875,-15.48565673828125
-3,-2,-1,-12,-6,-3,,,-10,-1,-22.346298217773438,16.348419189453125,-4.9658355712890625,4.702873229980469
-6,-9,12,-52,-13,-10,,,-18,-1,-22.731643676757812,15.1544189453125,-5.051483154296875,33.582313537597656
-2.0,-4.0,2.0,-24.0,-3.0,3.0,17.0,-18.0,-11.0,4.0,-8.77484130859375,5.8498992919921875,-1.949981689453125,19.897537231445312
1.0,2.0,-5.0,1.0,1.0,10.0,22.0,-9.0,-6.0,7.0,13.644149780273438,-5.934173583984375,-9.404617309570312,-0.3055419921875
0,15,,,-5,25,1,13,-11,7,36.283782958984375,-20.056106567382812,-22.521881103515625,-2.0328826904296875
1,1,,,,,-28,34,-5,-11,24.153564453125,-26.348190307617188,-6.075736999511719,-3.6311492919921875
1,-10,8,-2,,,-19,2,14,-30,9.568008422851562,-20.380859375,22.58592987060547,-4.2046661376953125
5.0,-2.0,1.0,8.0,12.0,-15.0,-7.0,0.0,21.0,-13.0,5.3739013671875,-14.395782470703125,28.412353515625,-5.6086883544921875
-1.0,2.0,-2.0,9.0,9.0,1.0,-7.0,5.0,37.0,-23.0,-0.45257568359375,-0.214569091796875,6.6863861083984375,-8.441162109375
0,3,-2,10,-4,33,,,5,19,-12.844223022460938,21.9686279296875,-2.8542938232421875,-18.237091064453125
-1,6,-4,7,1,33,,,-17,47,-20.733749389648438,26.871185302734375,-4.60748291015625,-15.295654296875
-8,-13,-1,-34,-20,-9,,,-28,-2,-28.089599609375,20.554367065429688,-6.2421417236328125,8.983169555664062
-3,-3,2,-28,5,7,,,-10,1,-18.280410766601562,12.186920166015625,-4.0623016357421875,29.184478759765625
-2.0,-1.0,1.0,-24.0,-22.0,-7.0,15.0,-12.0,-9.0,3.0,-8.533599853515625,5.6890716552734375,-1.8963623046875,19.356231689453125
-1.0,1.0,0.0,-13.0,0.0,2.0,23.0,-18.0,-4.0,3.0,14.0484619140625,-6.103729248046875,-9.754776000976562,-0.0927734375
2.0,6.0,-8.0,16.0,4.0,17.0,10.0,-16.0,-5.0,7.0,30.369705200195312,-16.264999389648438,-19.136505126953125,-1.6122589111328125
5,13,,,4,21,,,-8,4,25.352249145507812,-22.408950805664062,-11.144172668457031,-2.8555145263671875
2,-5,,,,,,,-1,-15,12.17291259765625,-24.048385620117188,18.70494842529297,-4.4246368408203125
1,-11,4,-4,,,-16,-1,34,-25,6.29046630859375,-16.160812377929688,29.5770263671875,-5.3277740478515625
0.0,-1.0,1.0,4.0,-3.0,-16.0,-5.0,0.0,15.0,-18.0,1.2371978759765625,-4.182464599609375,11.63592529296875,-7.181915283203125
1.0,2.0,2.0,11.0,12.0,0.0,-7.0,4.0,11.0,-21.0,-9.255447387695312,16.514816284179688,-2.0567779541015625,-15.377548217773438
1,3,0,8,16,20,,,19,-5,-22.392837524414062,31.133834838867188,-4.9761810302734375,-19.3533935546875
0,8,-9,18,-18,46,,,-18,56,-23.78265380859375,18.827316284179688,-5.2850189208984375,0.8319320678710938
-1,-13,1,-28,-11,-4,,,-23,8,-22.405517578125,14.937026977539062,-4.9790191650390625,29.966697692871094
-1,-8,4,-25,-5,-7,,,-10,0,-11.02789306640625,7.3519134521484375,-2.45062255859375,23.879180908203125
-4.0,-2.0,8.0,-33.0,-7.0,0.0,21.0,-14.0,-9.0,0.0,6.6669464111328125,-2.634765625,-5.31219482421875,1.7185211181640625
-2.0,1.0,-6.0,-21.0,-10.0,5.0,37.0,-40.0,-13.0,7.0,34.288055419921875,-17.563735961914062,-22.043014526367188,-1.6835784912109375
-1,11,,,0,22,-6,23,-12,11,25.75665283203125,-20.65167236328125,-12.478721618652344,-2.53955078125
4,14,,,6,8,-24,48,-6,-3,12.377410888671875,-22.531143188476562,11.715507507324219,-3.8177032470703125
-3.0,-17.0,-3.0,-10.0,1.0,-59.0,-24.0,1.0,10.0,-34.0,7.2369842529296875,-17.544754028320312,28.439071655273438,-4.8098907470703125
0.0,-1.0,1.0,6.0,4.0,-22.0,-8.0,1.0,9.0,-12.0,2.9039764404296875,-8.554595947265625,19.488861083984375,-6.6870880126953125
0.0,3.0,-5.0,14.0,19.0,-3.0,-13.0,5.0,30.0,-13.0,-6.378692626953125,11.718368530273438,-1.3981170654296875,-13.13458251953125
0,3,-3,10,-7,18,,,15,-6,-20.4244384765625,30.528244018554688,-4.5387725830078125,-20.69445037841797
-3,5,-6,11,-3,24,,,-2,16,-21.813812255859375,20.158676147460938,-4.8475189208984375,-5.881309509277344
1,-9,2,-12,-6,26,,,-27,33,-24.022979736328125,16.015304565429688,-5.33843994140625,23.896331787109375
1,-6,10,-29,-8,-11,,,-8,2,-15.358444213867188,10.238983154296875,-3.4129638671875,30.607147216796875
-2,-3,7,-28,-12,-3,,,-9,3,2.84210205078125,-0.6870880126953125,-3.8084259033203125,4.8375244140625
-2.0,-1.0,6.0,-28.0,-1.0,-1.0,33.0,-24.0,-5.0,2.0,25.11737060546875,-12.020584106445312,-16.609939575195312,-1.0887603759765625
2.0,3.0,3.0,7.0,4.0,4.0,22.0,-21.0,-3.0,5.0,32.006378173828125,-21.42041015625,-17.827186584472656,-2.43060302734375
7.0,24.0,-6.0,62.0,6.0,34.0,-17.0,56.0,-9.0,11.0,15.372085571289062,-23.137603759765625,4.291107177734375,-3.5732879638671875
-1.0,-4.0,-4.0,-1.0,5.0,-29.0,-19.0,12.0,4.0,-20.0,8.138198852539062,-18.552337646484375,25.70185089111328,-4.3668060302734375
-1.0,-15.0,-2.0,-7.0,4.0,-61.0,-22.0,1.0,14.0,-32.0,4.104736328125,-11.500869750976562,24.39556884765625,-5.5890655517578125
5.0,0.0,2.0,7.0,0.0,-11.0,-4.0,-2.0,23.0,-18.0,-2.186553955078125,3.6114501953125,2.833526611328125,-9.670730590820312
3,1,0,11,18,9,,,22,-6,-14.069427490234375,23.400314331054688,-3.1265411376953125,-18.339523315429688
2,2,1,5,2,14,,,8,-1,-20.961624145507812,25.731002807617188,-4.65814208984375,-13.661598205566406
6,7,0,16,-3,40,,,-8,36,-23.152008056640625,16.435287475585938,-5.1448974609375,7.486015319824219
-1,1,0,-4,-10,10,,,-21,26,-19.244186401367188,12.829452514648438,-4.276458740234375,29.069320678710938
-1,-13,11,-42,-6,-11,,,-13,-3,-9.5211181640625,6.347412109375,-2.1158294677734375,21.170028686523438
-5,-3,12,-47,-5,-2,,,-7,4,11.480667114257812,-4.862091064453125,-8.28558349609375,0.7309112548828125
1.0,3.0,-2.0,1.0,0.0,8.0,31.0,-28.0,-7.0,4.0,30.935546875,-16.247177124023438,-19.668563842773438,-1.58746337890625
2.0,16.0,1.0,29.0,1.0,23.0,6.0,6.0,-4.0,8.0,28.844802856445312,-26.535659790039062,-11.812416076660156,-3.434967041015625
3.0,13.0,-13.0,44.0,0.0,8.0,-28.0,56.0,-2.0,3.0,11.137069702148438,-22.720901489257812,20.94440460205078,-4.3798065185546875
-3.0,-18.0,0.0,-18.0,7.0,-62.0,-26.0,-3.0,11.0,-34.0,6.243499755859375,-16.475173950195312,31.676239013671875,-6.129547119140625
1.0,-8.0,1.0,0.0,1.0,-37.0,-11.0,1.0,20.0,-35.0,-0.1909027099609375,-0.7212371826171875,6.8016204833984375,-7.8942718505859375
1.0,0.0,0.0,7.0,5.0,-9.0,-9.0,-1.0,20.0,-21.0,-13.7227783203125,23.416107177734375,-3.04949951171875,-19.470489501953125
-3,5,-7,7,3,28,,,2,7,-24.347976684570312,29.924697875976562,-5.4106597900390625,-15.970603942871094
-1,13,-3,15,-7,42,,,-11,40,-24.458145141601562,16.94024658203125,-5.4351348876953125,11.033988952636719
-3,1,1,-11,-11,17,,,-18,25,-18.211822509765625,12.141220092773438,-4.0470733642578125,29.5809326171875
-1,-13,6,-35,-5,-12,,,-7,0,-8.054946899414062,5.3699493408203125,-1.78997802734375,18.411270141601562
-1.0,-8.0,6.0,-27.0,-1.0,-11.0,12.0,-15.0,-2.0,-2.0,14.158905029296875,-6.1673583984375,-9.774520874023438,-0.2531280517578125
1.0,-1.0,2.0,-24.0,-1.0,3.0,32.0,-27.0,-6.0,5.0,32.69194030761719,-17.7633056640625,-20.460494995117188,-1.779083251953125
1.0,5.0,1.0,10.0,2.0,5.0,16.0,-22.0,-1.0,4.0,24.017486572265625,-22.657089233398438,-9.680862426757812,-2.9518585205078125
1.0,9.0,-7.0,27.0,1.0,16.0,-6.0,18.0,-9.0,6.0,10.774581909179688,-21.44720458984375,17.413955688476562,-3.96551513671875
-4.0,12.0,-14.0,38.0,1.0,-2.0,-39.0,60.0,-5.0,-5.0,6.7694091796875,-17.33477783203125,31.527511596679688,-5.704132080078125
-4.0,-15.0,-1.0,-12.0,-3.0,-50.0,-20.0,-3.0,13.0,-35.0,1.1297607421875,-3.86029052734375,10.872634887695312,-6.96630859375
-2.0,-5.0,1.0,1.0,2.0,-35.0,-8.0,-2.0,15.0,-26.0,-8.778167724609375,15.722518920898438,-1.95068359375,-14.788040161132812
1.0,-1.0,0.0,3.0,9.0,2.0,-1.0,-1.0,14.0,-17.0,-17.9134521484375,26.131149291992188,-3.9807891845703125,-17.108108520507812
0,3,2,8,10,33,,,15,18,-26.270217895507812,22.989547729492188,-5.8378143310546875,-3.685333251953125
-2,9,-4,17,-15,43,,,-11,50,-21.119766235351562,14.079818725585938,-4.6932830810546875,24.854461669921875
-4,-17,0,-33,-1,-10,,,-21,-2,-14.40582275390625,9.6038818359375,-3.2012786865234375,29.674896240234375
-2,-2,8,-30,-9,-2,,,-9,3,6.2200164794921875,-2.350372314453125,-5.3575286865234375,2.6865386962890625
1.0,-1.0,3.0,-30.0,12.0,13.0,26.0,-18.0,-6.0,3.0,26.83526611328125,-13.233078002929688,-17.532424926757812,-1.229949951171875
2.0,0.0,-2.0,1.0,-16.0,-5.0,23.0,-29.0,-5.0,2.0,33.107147216796875,-24.804824829101562,-16.99200439453125,-2.966766357421875
6.0,11.0,1.0,25.0,7.0,18.0,3.0,10.0,-3.0,7.0,13.954971313476562,-25.8721923828125,15.66925048828125,-4.5236358642578125
2.0,15.0,0.0,44.0,4.0,10.0,-18.0,58.0,-2.0,-1.0,7.3263397216796875,-18.657623291015625,33.57038879394531,-6.0864105224609375
-5.0,-17.0,0.0,-8.0,3.0,-77.0,-27.0,0.0,12.0,-40.0,1.0924835205078125,-3.704010009765625,10.3170166015625,-6.667022705078125
0.0,-1.0,1.0,5.0,7.0,-10.0,-9.0,0.0,11.0,-5.0,-9.072677612304688,16.227813720703125,-2.016143798828125,-15.263809204101562
0.0,2.0,1.0,7.0,15.0,1.0,-3.0,0.0,31.0,-19.0,-18.824005126953125,27.134811401367188,-4.18310546875,-17.53290557861328
-1,2,-4,7,8,10,,,14,-2,-25.93048095703125,22.1201171875,-5.7623291015625,-2.4443206787109375
0,3,-9,16,-15,47,,,-14,48,-21.890823364257812,14.5938720703125,-4.864654541015625,27.123390197753906
-1,-8,-4,-13,-4,-5,,,-14,0,-12.5186767578125,8.345794677734375,-2.7819061279296875,26.167312622070312
-3,-10,3,-25,-8,-4,,,-15,2,5.63092041015625,-2.0236358642578125,-5.226318359375,3.4347076416015625
-5,0,5,-27,-10,0,,,-10,3,29.028656005859375,-14.429275512695312,-18.90277099609375,-1.3500518798828125
-1.0,0.0,3.0,-26.0,-5.0,3.0,22.0,-16.0,-6.0,2.0,28.423095703125,-20.573089599609375,-14.983016967773438,-2.4235992431640625
3.0,3.0,1.0,-3.0,1.0,6.0,22.0,-13.0,-3.0,5.0,13.217727661132812,-21.45635986328125,6.0715179443359375,-3.3991546630859375
7,26,,,3,35,11,39,-13,9,9.433319091796875,-22.244522094726562,33.7376708984375,-5.7920684814453125
3,3,,,2,-7,-21,17,6,5,2.7556610107421875,-8.117660522460938,18.493301391601562,-5.7515106201171875
-1.0,-20.0,3.0,-20.0,6.0,-77.0,-26.0,-5.0,14.0,-48.0,-5.6065216064453125,10.282943725585938,-0.77197265625,-12.91650390625
14.0,0.0,3.0,3.0,11.0,-15.0,-6.0,-3.0,21.0,-15.0,-16.868698120117188,26.23162841796875,-3.74859619140625,-18.604934692382812
-13,1,-1,14,3,22,,,24,-4,-24.05755615234375,24.358917236328125,-5.34613037109375,-9.424812316894531
-5,9,-9,15,-11,54,,,-18,49,-25.75128173828125,17.167495727539062,-5.7225189208984375,23.80998992919922
-4,-14,-3,-30,-11,-14,,,-15,-3,-14.535964965820312,9.690658569335938,-3.230194091796875,28.432266235351562
0,-7,7,-32,1,6,,,-10,1,-0.320220947265625,0.9281768798828125,-2.6507720947265625,7.5700225830078125
0.0,0.0,4.0,-24.0,-6.0,-11.0,16.0,-11.0,-4.0,3.0,22.906463623046875,-10.667327880859375,-15.309310913085938,-0.94244384765625
-16.0,1.0,0.0,1.0,1.0,14.0,37.0,-23.0,-7.0,8.0,33.84501647949219,-21.486785888671875,-19.488136291503906,-2.3712158203125
22.0,24.0,-2.0,53.0,5.0,25.0,-7.0,45.0,-7.0,7.0,16.706558227539062,-23.134429931640625,1.4274826049804688,-3.455352783203125
4,1,2,11,,,-18,19,10,-16,8.814239501953125,-19.687164306640625,25.669906616210938,-4.4487762451171875
4,-17,9,-8,,,-18,-6,45,-40,4.541046142578125,-12.637039184570312,26.528106689453125,-6.02099609375
2,3,2,17,15,11,,,21,-10,-3.7494049072265625,6.5116119384765625,2.210205078125,-12.1680908203125
-2,10,-9,22,-7,46,,,-3,29,-17.154067993164062,27.252182006835938,-3.81201171875,-19.955657958984375
-5,5,-9,3,-9,20,,,-23,26,-21.559295654296875,23.4774169921875,-4.79095458984375,-10.447975158691406
-3,-12,-2,-26,-13,-17,,,-13,-4,-22.290771484375,14.9503173828125,-4.953521728515625,13.474266052246094
-1,-12,6,-30,8,-2,,,-10,-5,-18.23675537109375,12.157821655273438,-4.0525970458984375,30.955337524414062
-2.0,-3.0,7.0,-36.0,-15.0,-9.0,19.0,-15.0,-10.0,4.0,-6.5933990478515625,4.404541015625,-1.49615478515625,15.469436645507812
0.0,-1.0,-1.0,-19.0,-1.0,3.0,16.0,-16.0,-5.0,2.0,17.200042724609375,-7.62152099609375,-11.707901000976562,-0.6412811279296875
-1.0,12.0,-1.0,30.0,-1.0,24.0,22.0,-8.0,-10.0,8.0,32.14866638183594,-17.981414794921875,-19.839706420898438,-1.8372802734375
11.0,15.0,1.0,52.0,8.0,14.0,-9.0,54.0,-2.0,3.0,22.577484130859375,-22.772872924804688,-7.989540100097656,-3.03558349609375
1.0,-13.0,8.0,-16.0,11.0,-66.0,-27.0,1.0,18.0,-36.0,12.536270141601562,-26.282806396484375,27.348289489746094,-5.3688507080078125
2.0,-6.0,2.0,8.0,16.0,-29.0,-13.0,-4.0,44.0,-24.0,5.0174407958984375,-13.770828247070312,28.28753662109375,-6.1177215576171875
2,4,-1,8,10,16,,,22,-8,-1.782073974609375,2.7764434814453125,3.420684814453125,-9.248931884765625
0,5,-7,15,,,,,-11,39,-14.932815551757812,24.808868408203125,-3.3184051513671875,-19.485733032226562
-7,-2,-11,-8,,,,,-21,11,-21.508865356445312,25.927459716796875,-4.7797393798828125,-13.439300537109375
-6,-15,2,-32,-11,-15,,,-20,-6,-23.730545043945312,16.557357788085938,-5.2734832763671875,9.552047729492188
-4,-1,1,-22,-8,2,,,-10,5,-18.611068725585938,12.4073486328125,-4.1357574462890625,29.331893920898438
-4.0,-1.0,0.0,-31.0,-8.0,4.0,18.0,-19.0,-13.0,7.0,-8.880233764648438,5.9201507568359375,-1.9734039306640625,20.113250732421875
-2.0,1.0,-4.0,-4.0,0.0,10.0,20.0,-21.0,-5.0,4.0,16.808883666992188,-7.4198455810546875,-11.509979248046875,-0.448486328125
10,25,,,2,30,11,27,-9,8,34.2640380859375,-19.364776611328125,-21.035659790039062,-1.99237060546875
3,7,,,7,-4,-22,39,1,-6,22.0565185546875,-23.787078857421875,-6.2868499755859375,-3.24951171875
-2.0,-22.0,5.0,-19.0,-6.0,-93.0,-27.0,-3.0,24.0,-43.0,11.09503173828125,-23.549575805664062,25.742355346679688,-4.873687744140625
1.0,1.0,2.0,9.0,7.0,2.0,-6.0,-2.0,23.0,-12.0,5.0062713623046875,-13.613510131835938,27.549102783203125,-5.686920166015625
0,1,-3,10,17,14,,,19,-3,-2.4162139892578125,3.6810150146484375,4.833160400390625,-11.361984252929688
-2,6,-5,14,-3,40,,,1,30,-15.97479248046875,26.00115966796875,-3.549957275390625,-19.732879638671875
0,2,-1,-5,-4,17,,,-16,25,-21.865386962890625,25.092483520507812,-4.858978271484375,-12.129165649414062
-6,-18,10,-52,-10,-11,,,-25,-1,-25.827194213867188,17.528701782226562,-5.7393798828125,15.367416381835938
-2.0,-1.0,0.0,-27.0,-3.0,0.0,19.0,-17.0,-7.0,0.0,-16.6463623046875,11.097610473632812,-3.699188232421875,28.9403076171875
1.0,-1.0,-6.0,-13.0,-4.0,9.0,26.0,-37.0,-10.0,4.0,-6.5386810302734375,4.3670654296875,-1.48065185546875,15.344863891601562
1.0,6.0,-1.0,9.0,-2.0,3.0,1.0,-3.0,-1.0,1.0,21.665313720703125,-9.789199829101562,-14.643997192382812,-0.8400726318359375
6.0,12.0,-3.0,55.0,2.0,18.0,-15.0,59.0,-7.0,-1.0,34.40571594238281,-20.688125610351562,-20.442535400390625,-2.2131500244140625
1,-5,3,-5,,,-15,7,-1,-14,21.224105834960938,-28.084182739257812,1.5746002197265625,-4.1929168701171875
0,-15,7,-3,,,-25,-5,16,-34,8.146926879882812,-18.568023681640625,25.707183837890625,-4.3685455322265625
2.0,-2.0,2.0,5.0,22.0,-20.0,2.0,-2.0,43.0,-27.0,4.1958465576171875,-11.785247802734375,25.092041015625,-5.8895111083984375
2,1,2,6,15,5,,,23,-13,-2.92822265625,5.0889892578125,2.0091400146484375,-10.5340576171875
3,4,0,6,-5,23,,,12,13,-15.286972045898438,24.953170776367188,-3.3971099853515625,-18.981918334960938
1,9,-8,12,0,57,,,-27,60,-21.147674560546875,24.819091796875,-4.6994781494140625,-12.388046264648438
-2,-5,-2,-12,-15,-17,,,-10,-3,-21.912109375,15.136932373046875,-4.869354248046875,8.873748779296875
-5,-12,6,-38,-13,-12,,,-21,-1,-18.38726806640625,12.2581787109375,-4.0860595703125,28.134521484375
-2.0,1.0,4.0,-30.0,-8.0,3.0,15.0,-16.0,-9.0,3.0,-9.5977783203125,6.398529052734375,-2.132843017578125,21.343093872070312
-1.0,0.0,1.0,-29.0,-1.0,4.0,28.0,-31.0,-7.0,3.0,8.791595458984375,-3.6564178466796875,-6.4334564208984375,0.7400665283203125
-1.0,3.0,1.0,14.0,-6.0,8.0,17.0,-29.0,-5.0,3.0,31.192886352539062,-15.981964111328125,-20.051193237304688,-1.5322265625
6,17,,,7,23,,,-8,6,29.285720825195312,-24.559722900390625,-13.59857177734375,-3.0718536376953125
1,7,,,1,-4,,,-2,-2,11.848159790039062,-23.135894775390625,16.822296142578125,-4.178314208984375
-4.0,-14.0,7.0,-8.0,1.0,-71.0,-29.0,-3.0,16.0,-39.0,6.9307861328125,-17.668212890625,31.85357666015625,-5.730194091796875
4.0,-4.0,2.0,6.0,21.0,-21.0,-4.0,-3.0,40.0,-42.0,1.33319091796875,-4.3114013671875,11.27008056640625,-6.5387725830078125
5,1,3,8,8,16,,,24,7,-8.7406005859375,15.701034545898438,-1.9423675537109375,-15.063858032226562
-1,10,-4,12,-6,63,,,-11,64,-20.108718872070312,28.875961303710938,-4.468597412109375,-18.60589599609375
-4,-7,0,-21,-8,-4,,,-17,0,-24.714035034179688,20.857284545898438,-5.49200439453125,-2.1534347534179688
-3,-9,3,-28,-8,-13,,,-13,-2,-19.617385864257812,13.0782470703125,-4.359405517578125,22.816688537597656
1.0,-2.0,4.0,-29.0,-4.0,2.0,19.0,-16.0,-12.0,3.0,-13.673797607421875,9.115875244140625,-3.0386199951171875,27.156494140625
-3.0,0.0,0.0,-16.0,8.0,17.0,25.0,-26.0,-7.0,4.0,-0.3453369140625,0.89215087890625,-2.4607391357421875,7.13665771484375
3.0,11.0,-2.0,14.0,-9.0,5.0,15.0,-22.0,-11.0,7.0,23.713394165039062,-11.0616455078125,-15.838485717773438,-0.97882080078125
7.0,19.0,7.0,56.0,-1.0,28.0,0.0,47.0,-9.0,4.0,29.917984008789062,-18.456924438476562,-17.5205078125,-2.004364013671875
2.0,6.0,-11.0,20.0,2.0,-3.0,-29.0,43.0,-5.0,-2.0,18.590728759765625,-23.047378540039062,-2.1121292114257812,-3.3028106689453125
-4.0,-19.0,3.0,-19.0,1.0,-54.0,-24.0,-6.0,14.0,-28.0,9.619918823242188,-20.8826904296875,24.795433044433594,-4.470977783203125
-12.0,4.0,1.0,-1.0,11.0,-37.0,-11.0,-5.0,21.0,-15.0,4.9136962890625,-13.411880493164062,27.306564331054688,-5.707122802734375
15,-5,-2,15,7,5,,,44,-16,-1.308441162109375,1.68768310546875,4.74139404296875,-9.1134033203125
2,4,2,15,22,27,,,17,9,-12.073104858398438,20.570953369140625,-2.68292236328125,-16.81097412109375
0,4,-5,2,-8,37,,,-26,39,-25.593994140625,31.544815063476562,-5.6875457763671875,-16.923858642578125
-5,-14,0,-29,-9,-12,,,-18,-5,-24.486907958984375,16.866302490234375,-5.4415283203125,11.714599609375
-8,-7,2,-33,-27,-17,,,-16,0,-19.052581787109375,12.701690673828125,-4.2339019775390625,31.775054931640625
-1.0,1.0,1.0,-19.0,-5.0,2.0,6.0,-10.0,-6.0,3.0,-6.81158447265625,4.54107666015625,-1.513702392578125,15.854034423828125
-4.0,2.0,-3.0,-25.0,-5.0,7.0,46.0,-41.0,-8.0,3.0,15.773361206054688,-6.93927001953125,-10.779190063476562,-0.529937744140625
-1.0,8.0,-3.0,11.0,3.0,15.0,10.0,-24.0,-8.0,8.0,29.813156127929688,-16.1759033203125,-18.671478271484375,-1.6184539794921875
2.0,18.0,2.0,46.0,1.0,19.0,-3.0,37.0,-5.0,3.0,24.127288818359375,-21.430862426757812,-10.548492431640625,-2.7354278564453125
3.0,10.0,-7.0,37.0,3.0,-10.0,-26.0,65.0,-5.0,-8.0,11.845062255859375,-23.165512084960938,16.988555908203125,-4.1922607421875
-2.0,-24.0,1.0,-23.0,-5.0,-85.0,-31.0,-4.0,18.0,-45.0,6.433319091796875,-16.269561767578125,28.871322631835938,-5.0635528564453125
-2.0,-2.0,2.0,0.0,11.0,-9.0,-7.0,-1.0,16.0,-8.0,1.917083740234375,-5.8641510009765625,14.119125366210938,-6.547332763671875
1,3,-3,18,16,34,,,35,-3,-11.179458618164062,19.766937255859375,-2.48431396484375,-18.558181762695312
0,8,-4,13,-2,50,,,-13,50,-21.308380126953125,29.057083129882812,-4.7352142333984375,-17.615806579589844
-2,-7,-3,-24,-18,-12,,,-15,0,-23.579498291015625,18.459976196289062,-5.2398681640625,1.3511199951171875
0,-9,7,-27,9,7,,,-14,0,-19.153457641601562,12.768951416015625,-4.2563323974609375,24.423606872558594
0.0,-4.0,5.0,-32.0,-16.0,-13.0,19.0,-16.0,-7.0,3.0,-12.689102172851562,8.459381103515625,-2.8198089599609375,26.09442138671875
1.0,2.0,-1.0,1.0,4.0,12.0,34.0,-27.0,-11.0,6.0,5.7873992919921875,-1.9643402099609375,-5.843475341796875,4.7772369384765625
