,,,,,,,,,,-89.74964904785156,89.1871337890625,-17.916641235351562,17.825790405273438
2,-14,6,-8,,,-5,-2,14,-26,11.441131591796875,-22.393417358398438,16.462249755859375,-4.0475616455078125
4,-9,8,-4,,,-3,-6,39,-14,6.49609375,-16.352340698242188,28.747695922851562,-5.0106353759765625
4.0,0.0,5.0,1.0,6.0,-2.0,-1.0,-2.0,22.0,-12.0,2.0896453857421875,-6.2976226806640625,14.788650512695312,-6.143798828125
-1,3,0,7,2,22,,,13,3,-9.651107788085938,17.282211303710938,-2.1446685791015625,-17.143585205078125
0,8,-11,18,-9,39,,,-14,36,-20.82513427734375,29.354751586914062,-4.6278076171875,-18.512168884277344
-6,6,-4,0,2,28,,,-19,20,-23.862762451171875,19.581222534179688,-5.3028411865234375,-0.98004150390625
-3,-16,-4,-29,-22,-24,,,-23,-4,-19.965530395507812,13.310348510742188,-4.4367828369140625,23.999046325683594
-2,-9,10,-46,-3,8,,,-3,-20,-13.80010986328125,9.200088500976562,-3.066680908203125,28.099075317382812
0.0,-2.0,5.0,-29.0,-14.0,-13.0,25.0,-15.0,-15.0,14.0,2.681884765625,-0.644561767578125,-3.5979766845703125,4.5818328857421875
-1.0,3.0,-3.0,3.0,-3.0,3.0,19.0,-16.0,-1.0,0.0,27.220489501953125,-13.12152099609375,-17.94903564453125,-1.196044921875
-1.0,13.0,-6.0,32.0,2.0,17.0,-2.0,11.0,-7.0,5.0,32.269927978515625,-22.478561401367188,-17.491676330566406,-2.601348876953125
1.0,14.0,-3.0,40.0,3.0,17.0,-9.0,36.0,-4.0,0.0,15.402740478515625,-25.54083251953125,9.678871154785156,-4.17095947265625
2.0,8.0,-3.0,19.0,2.0,-2.0,-15.0,31.0,-3.0,-15.0,8.19915771484375,-19.968124389648438,32.70414733886719,-5.6303863525390625
5.0,-20.0,9.0,-13.0,9.0,-72.0,-10.0,-5.0,23.0,-22.0,2.3272247314453125,-6.95623779296875,16.154998779296875,-5.827117919921875
4.0,-6.0,5.0,-1.0,29.0,-23.0,1.0,-3.0,37.0,-13.0,-5.921112060546875,10.908187866210938,-1.237060546875,-12.692779541015625
1.0,1.0,2.0,2.0,-1.0,5.0,-5.0,-1.0,21.0,-12.0,-19.2850341796875,29.303665161132812,-4.2855377197265625,-20.249923706054688
-2,2,-2,6,-5,17,,,2,8,-22.492218017578125,21.562606811523438,-4.9982757568359375,-7.199615478515625
-7,10,-11,14,-1,44,,,-15,36,-23.504074096679688,15.66937255859375,-5.2231292724609375,21.840866088867188
-3,-1,-4,-12,-11,7,,,-26,24,-15.448822021484375,10.299224853515625,-3.4330902099609375,29.716140747070312
-2,-9,3,-20,-10,-5,,,-9,-1,-2.0109100341796875,1.6859130859375,-1.673004150390625,8.11956787109375
-2.0,-5.0,7.0,-37.0,-7.0,-6.0,18.0,-14.0,-7.0,-2.0,26.129074096679688,-12.183395385742188,-17.454681396484375,-1.077667236328125
0.0,0.0,-2.0,-15.0,-1.0,5.0,30.0,-16.0,-8.0,-3.0,33.56385803222656,-21.87261962890625,-19.017532348632812,-2.4480133056640625
0.0,3.0,-2.0,14.0,-5.0,4.0,1.0,-3.0,-4.0,1.0,15.866744995117188,-23.095046997070312,3.0958099365234375,-3.5173492431640625
0.0,15.0,-7.0,37.0,-2.0,22.0,-11.0,27.0,-10.0,2.0,9.29791259765625,-21.310714721679688,29.976104736328125,-5.1356048583984375
0.0,10.0,-6.0,24.0,1.0,11.0,-13.0,27.0,-3.0,-3.0,3.6850738525390625,-10.575210571289062,23.235504150390625,-6.2083740234375
0,-7,0,-5,,,-8,1,-3,-16,-4.2001953125,7.675323486328125,0.133697509765625,-11.384872436523438
1,-15,4,-6,,,-10,-1,22,-18,-15.766830444335938,25.233612060546875,-3.5037384033203125,-18.611862182617188
-11,0,2,0,,,-5,-5,32,-19,-23.707763671875,25.8428955078125,-5.26837158203125,-11.543869018554688
14.0,-8.0,0.0,0.0,-4.0,0.0,4.0,-4.0,13.0,-9.0,-21.754226684570312,14.530746459960938,-4.83428955078125,14.076629638671875
1.0,0.0,0.0,1.0,3.0,3.0,-3.0,3.0,8.0,-3.0,-18.149795532226562,12.099868774414062,-4.0332794189453125,31.138381958007812
-2,1,-1,2,-1,12,,,2,0,-6.2924957275390625,4.1949920654296875,-1.3983306884765625,14.753662109375
-1,6,-3,12,-14,21,,,-8,17,14.6424560546875,-6.4127960205078125,-10.008331298828125,-0.532806396484375
-1,5,-1,3,5,18,,,-4,14,33.30940246582031,-18.24334716796875,-20.76788330078125,-1.8374176025390625
-2,2,0,0,-4,10,,,-4,12,22.814804077148438,-21.650131225585938,-9.1572265625,-2.824981689453125
-1,-3,-4,-1,-7,8,,,-18,20,12.199020385742188,-24.646270751953125,21.655364990234375,-4.70208740234375
0,-9,3,-14,-2,-5,,,-9,-1,5.8961944580078125,-15.511871337890625,29.664474487304688,-5.61614990234375
0,-11,5,-34,-7,-9,,,-11,-6,-0.003204345703125,-1.323638916015625,8.359970092773438,-8.420654296875
-2.0,-3.0,6.0,-28.0,-6.0,2.0,16.0,-10.0,-3.0,-2.0,-11.243682861328125,19.520614624023438,-2.49859619140625,-16.690811157226562
-4.0,1.0,-1.0,-25.0,-2.0,4.0,26.0,-15.0,-4.0,0.0,-24.191619873046875,31.35394287109375,-5.37591552734375,-17.91954803466797
0.0,0.0,-2.0,1.0,1.0,1.0,1.0,-2.0,-2.0,1.0,-24.834915161132812,17.854537963867188,-5.5188751220703125,7.800575256347656
0.0,1.0,-2.0,1.0,0.0,3.0,1.0,-1.0,0.0,0.0,-18.891845703125,12.594558715820312,-4.1981964111328125,28.953460693359375
2.0,1.0,0.0,1.0,2.0,4.0,4.0,-5.0,-1.0,0.0,-9.236053466796875,6.157379150390625,-2.052459716796875,20.597549438476562
3.0,2.0,-1.0,6.0,4.0,6.0,2.0,-5.0,1.0,0.0,10.081008911132812,-4.2235565185546875,-7.354827880859375,0.824066162109375
1.0,3.0,1.0,7.0,1.0,4.0,2.0,1.0,0.0,1.0,31.967910766601562,-16.659332275390625,-20.396026611328125,-1.618194580078125
5,22,,,0,30,,,-6,0,26.914810180664062,-22.879928588867188,-12.328910827636719,-2.8759307861328125
1,6,,,-1,2,,,,,10.95904541015625,-20.9759521484375,13.438041687011719,-3.6726226806640625
1,-20,4,-11,,,-14,-15,,,7.19879150390625,-17.739837646484375,29.823165893554688,-5.1148529052734375
6,-12,7,-2,,,-1,6,40,-17,2.3846435546875,-7.1483306884765625,16.708831787109375,-6.8331451416015625
-1.0,0.0,1.0,1.0,-2.0,-7.0,-1.0,-2.0,27.0,-11.0,-8.482040405273438,15.317367553710938,-1.8848876953125,-15.379608154296875
-2,2,-3,3,11,14,,,10,1,-21.845016479492188,31.125534057617188,-4.8544464111328125,-19.919349670410156
-1,4,-3,8,-8,26,,,-7,21,-22.945022583007812,19.027923583984375,-5.0988922119140625,-1.6912384033203125
-7,9,-2,0,-17,35,,,-29,40,-21.81427001953125,14.542861938476562,-4.8476104736328125,26.03540802001953
-25.0,-8.0,-1.0,-33.0,-12.0,-7.0,4.0,-13.0,-20.0,-3.0,-13.275634765625,8.850448608398438,-2.950164794921875,27.3975830078125
21.0,-10.0,4.0,-40.0,-5.0,-2.0,14.0,-24.0,-10.0,-3.0,2.5160369873046875,-0.6419525146484375,-3.2241363525390625,3.9068603515625
0.0,6.0,1.0,-2.0,0.0,15.0,28.0,-2.0,-3.0,5.0,27.811691284179688,-13.3902587890625,-18.347747802734375,-1.2192535400390625
6,17,,,11,21,7,35,-6,7,29.619049072265625,-19.976226806640625,-16.413490295410156,-2.275543212890625
11,0,,,23,-60,-19,22,36,-25,16.75762939453125,-25.520919799804688,6.041099548339844,-4.002777099609375
0.0,-5.0,4.0,1.0,9.0,-15.0,-9.0,-10.0,40.0,-18.0,8.1710205078125,-19.182876586914062,28.76959228515625,-4.858123779296875
0,-1,2,2,5,8,,,9,-1,3.4469757080078125,-9.97735595703125,22.189849853515625,-6.322357177734375
0,2,-4,9,-3,19,,,-4,14,-7.19195556640625,13.013717651367188,-0.986175537109375,-15.360763549804688
-4,5,-9,3,-4,43,,,-31,31,-17.05364990234375,25.824691772460938,-3.7896728515625,-17.68878173828125
-8,-10,-5,-22,-21,-17,,,-17,-2,-23.353347778320312,22.702194213867188,-5.18963623046875,-7.863433837890625
-4.0,-9.0,4.0,-35.0,-13.0,-10.0,12.0,-16.0,-14.0,-6.0,-20.64447021484375,13.762954711914062,-4.5876617431640625,17.547592163085938
-4.0,-5.0,-1.0,-35.0,-4.0,5.0,17.0,-19.0,-9.0,-1.0,-17.677902221679688,11.785308837890625,-3.928436279296875,32.4859619140625
-2.0,1.0,-8.0,-3.0,-8.0,7.0,16.0,-16.0,-8.0,-1.0,-1.9344329833984375,1.822418212890625,-2.33837890625,9.62628173828125
-1.0,9.0,-6.0,34.0,-5.0,13.0,-3.0,14.0,-7.0,4.0,23.21075439453125,-10.754806518554688,-15.542343139648438,-0.945709228515625
0.0,20.0,-6.0,48.0,6.0,15.0,-24.0,58.0,-9.0,-2.0,35.76930236816406,-23.020492553710938,-20.425430297851562,-2.55938720703125
2,-13,6,-9,,,-9,-3,10,-21,15.611312866210938,-22.616409301757812,2.7294540405273438,-3.431610107421875
4,-6,4,1,,,-6,-2,14,-10,8.582809448242188,-19.322128295898438,25.805931091308594,-4.43536376953125
5.0,-4.0,4.0,6.0,24.0,-29.0,2.0,-3.0,28.0,-12.0,4.274383544921875,-11.901885986328125,25.00738525390625,-5.58447265625
4,0,3,2,2,1,,,28,-6,-2.0797271728515625,3.337310791015625,3.3043670654296875,-9.771072387695312
-3,13,-7,25,-6,55,,,-8,42,-14.019912719726562,23.342788696289062,-3.11553955078125,-18.32916259765625
-1,0,-2,-6,-10,12,,,-17,10,-20.375991821289062,25.233291625976562,-4.527984619140625,-13.546951293945312
-3,-14,7,-35,-10,-12,,,-14,-4,-26.059112548828125,18.560302734375,-5.790924072265625,9.694183349609375
-3,-5,3,-42,-8,-4,,,-10,-3,-19.132888793945312,12.755279541015625,-4.25177001953125,30.925247192382812
-1.0,8.0,3.0,-6.0,2.0,13.0,39.0,-10.0,-6.0,1.0,-7.2872467041015625,5.007049560546875,-2.1420135498046875,18.03240966796875
0.0,9.0,-3.0,26.0,0.0,11.0,-1.0,6.0,-5.0,4.0,22.880050659179688,-10.445343017578125,-15.4063720703125,-0.9055328369140625
1.0,5.0,-5.0,11.0,-4.0,6.0,-3.0,3.0,-5.0,1.0,32.05877685546875,-19.354202270507812,-19.00580596923828,-2.0753936767578125
0.0,10.0,-6.0,32.0,2.0,10.0,-10.0,49.0,-4.0,-1.0,18.592620849609375,-22.252777099609375,-3.232757568359375,-3.143280029296875
-2,-16,5,-12,,,-21,-10,7,-26,11.000320434570312,-23.903121948242188,28.48047637939453,-5.1817779541015625
0,-8,2,-1,,,-12,-5,25,-16,4.754974365234375,-13.33135986328125,28.305618286132812,-6.9931488037109375
0.0,2.0,-2.0,6.0,4.0,-3.0,-7.0,-2.0,20.0,-7.0,-4.3856964111328125,7.98004150390625,0.2483978271484375,-11.823257446289062
0,0,-2,7,1,15,,,7,1,-16.088058471679688,25.606155395507812,-3.5751495361328125,-18.744918823242188
-2,11,-9,17,-6,48,,,-18,47,-23.602157592773438,25.39935302734375,-5.244903564453125,-11.102348327636719
0,-6,5,-22,2,12,,,-14,2,-21.03887939453125,14.037704467773438,-4.6753082275390625,13.720252990722656
-1,-10,4,-30,-9,-4,,,-8,-2,-17.634658813476562,11.756454467773438,-3.9188232421875,29.786163330078125
-3.0,-6.0,5.0,-37.0,-13.0,-18.0,18.0,-16.0,-6.0,-6.0,-6.667449951171875,4.5599212646484375,-1.884124755859375,16.467254638671875
-1.0,1.0,-5.0,-5.0,0.0,7.0,16.0,-7.0,-6.0,1.0,19.955856323242188,-8.984451293945312,-13.506256103515625,-0.7682647705078125
-2.0,5.0,-8.0,20.0,-4.0,14.0,-1.0,4.0,-10.0,2.0,33.44566345214844,-19.611068725585938,-20.145462036132812,-2.065948486328125
1.0,18.0,-5.0,44.0,-4.0,20.0,-14.0,40.0,-6.0,0.0,19.586502075195312,-22.260498046875,-4.684059143066406,-3.088623046875
2,-8,6,-3,,,-5,3,11,-22,10.445877075195312,-22.095504760742188,23.82959747314453,-4.523284912109375
8,-9,11,-1,,,-1,-5,40,-21,5.0391693115234375,-13.475326538085938,26.515823364257812,-5.140594482421875
5,-3,7,4,5,-2,,,33,-17,0.253448486328125,-1.7651824951171875,8.109832763671875,-7.6174163818359375
4,7,0,13,5,40,,,0,28,-11.19964599609375,19.545013427734375,-2.488800048828125,-17.006759643554688
-4,4,-10,9,-17,34,,,-26,35,-19.16973876953125,26.29425048828125,-4.25994873046875,-16.013137817382812
-2,-9,2,-27,-11,-11,,,-17,-4,-27.111480712890625,21.407379150390625,-6.0247955322265625,2.47662353515625
-3,-11,8,-41,-9,-10,,,-11,-6,-19.317123413085938,12.878082275390625,-4.292694091796875,26.848556518554688
0.0,-1.0,-2.0,-11.0,-1.0,4.0,14.0,-3.0,-6.0,0.0,-12.148269653320312,8.098876953125,-2.6996002197265625,26.34912109375
0.0,3.0,-3.0,2.0,2.0,5.0,11.0,-6.0,-3.0,1.0,11.701385498046875,-5.01123046875,-8.228164672851562,0.1400909423828125
3.0,21.0,-7.0,51.0,2.0,23.0,-8.0,53.0,-12.0,2.0,38.087066650390625,-20.886199951171875,-23.732391357421875,-2.1053924560546875
1,-7,7,-1,,,-11,-12,18,-17,23.120559692382812,-24.442962646484375,-6.958740234375,-3.3191680908203125
4,-6,7,2,,,-4,-6,62,-35,11.733612060546875,-25.0948486328125,28.236663818359375,-5.2970428466796875
1.0,-2.0,-1.0,4.0,2.0,10.0,-4.0,4.0,-9.0,5.0,4.6917266845703125,-12.977340698242188,26.987091064453125,-5.9669647216796875
-4,10,-14,15,-16,46,,,-22,42,-2.0083465576171875,3.2424774169921875,3.101318359375,-9.495223999023438
-5,3,-7,6,-7,16,,,-18,15,-17.315261840820312,28.189346313476562,-3.84783935546875,-21.533126831054688
-1,-12,1,-25,-8,-9,,,-15,-4,-24.459091186523438,26.601409912109375,-5.4353485107421875,-11.847412109375
-2,-7,10,-42,-6,-7,,,-4,-8,-24.031494140625,16.032546997070312,-5.3403167724609375,17.736648559570312
-1.0,4.0,6.0,-21.0,-1.0,2.0,32.0,-15.0,-1.0,0.0,-16.034332275390625,10.6895751953125,-3.563201904296875,28.778945922851562
0.0,5.0,0.0,3.0,1.0,6.0,12.0,-17.0,-1.0,2.0,-5.656005859375,3.7827301025390625,-1.298736572265625,13.470230102539062
2.0,8.0,-2.0,24.0,3.0,13.0,0.0,13.0,-4.0,2.0,23.974166870117188,-10.944168090820312,-16.143402099609375,-0.94873046875
5.0,12.0,-4.0,41.0,2.0,19.0,-15.0,44.0,-4.0,-1.0,30.971420288085938,-18.673294067382812,-18.37457275390625,-2.0008087158203125
1,-11,7,-7,,,-12,5,7,-17,19.330245971679688,-23.065475463867188,-3.2672195434570312,-3.26068115234375
7,-11,7,2,,,-8,-4,37,-25,10.653427124023438,-23.171707153320312,27.70183563232422,-5.019256591796875
1.0,2.0,2.0,6.0,5.0,0.0,-3.0,-1.0,30.0,-10.0,4.540618896484375,-12.575454711914062,26.203369140625,-5.775970458984375
0,2,-6,7,-1,20,,,5,6,-1.5052947998046875,2.2622833251953125,3.4695281982421875,-8.707504272460938
-2,4,-13,12,1,23,,,-6,9,-12.588058471679688,21.360107421875,-2.797332763671875,-17.34130859375
-3,6,-2,-1,-24,28,,,-34,41,-23.33880615234375,29.17559814453125,-5.186431884765625,-15.905258178710938
-4,-14,8,-34,-14,-14,,,-13,-3,-27.08465576171875,18.984649658203125,-6.018798828125,12.366424560546875
-18.0,5.0,10.0,-45.0,-1.0,-1.0,22.0,-21.0,-6.0,-4.0,-19.0548095703125,12.703201293945312,-4.2343902587890625,32.59539794921875
15.0,-7.0,-4.0,-10.0,-2.0,6.0,26.0,-16.0,-5.0,2.0,-5.8662109375,3.93145751953125,-1.3751373291015625,13.996734619140625
4.0,10.0,-3.0,23.0,1.0,18.0,6.0,-1.0,-5.0,4.0,18.763397216796875,-8.375137329101562,-12.738815307617188,-0.7099609375
0.0,12.0,-5.0,47.0,3.0,19.0,-17.0,45.0,-7.0,-3.0,38.81910705566406,-23.322479248046875,-23.07544708251953,-2.49371337890625
2,-7,3,-2,,,-10,6,-1,-13,19.065765380859375,-25.636474609375,1.285888671875,-3.818756103515625
3,-15,2,-5,,,-13,-2,27,-24,8.8353271484375,-20.00555419921875,27.178306579589844,-4.662506103515625
3.0,-3.0,2.0,4.0,11.0,-22.0,-4.0,-3.0,34.0,-19.0,4.0785675048828125,-11.466796875,24.449066162109375,-5.7171783447265625
1,2,-1,4,4,9,,,11,-2,-3.4569549560546875,6.0131683349609375,2.107025146484375,-11.576171875
1,12,-9,29,-9,58,,,-11,45,-16.716094970703125,26.772125244140625,-3.714691162109375,-19.827606201171875
-1,2,4,-10,-6,6,,,-13,9,-22.896194458007812,24.957260131835938,-5.0880584716796875,-11.138427734375
-3,-18,11,-44,-5,-10,,,-10,-4,-22.6851806640625,15.171417236328125,-5.0411529541015625,14.774398803710938
0.0,-7.0,7.0,-47.0,6.0,8.0,29.0,-18.0,-9.0,-3.0,-17.732559204101562,11.821701049804688,-3.9405517578125,30.720718383789062
-2.0,1.0,-2.0,-15.0,-10.0,-10.0,26.0,-14.0,-6.0,1.0,-6.0495452880859375,4.06048583984375,-1.4396209716796875,14.44842529296875
-1.0,6.0,-2.0,20.0,-2.0,11.0,8.0,-8.0,-5.0,3.0,18.2952880859375,-8.151519775390625,-12.428970336914062,-0.6897430419921875
-2.0,19.0,-9.0,41.0,-2.0,28.0,-13.0,38.0,-11.0,3.0,31.010086059570312,-17.441360473632812,-19.084136962890625,-1.7887420654296875
1.0,6.0,-5.0,21.0,4.0,-13.0,-20.0,26.0,-2.0,-8.0,22.643814086914062,-22.919158935546875,-7.932342529296875,-3.0591888427734375
4.0,-22.0,4.0,-6.0,15.0,-78.0,-19.0,-1.0,34.0,-34.0,10.383209228515625,-21.149658203125,19.34930419921875,-4.050201416015625
2.0,-1.0,-2.0,7.0,20.0,-6.0,-5.0,2.0,52.0,-21.0,6.4778289794921875,-16.91375732421875,31.90625,-6.01824951171875
1,5,-3,8,-17,19,,,-12,11,-0.4017181396484375,-0.5123291015625,7.931488037109375,-9.085739135742188
-2,9,-4,16,-1,49,,,-22,47,-39.98393249511719,54.53965759277344,-8.88531494140625,-35.04005432128906
-18,-9,7,-33,-7,-9,,,-21,0,-24.881057739257812,16.824996948242188,-5.52911376953125,14.875701904296875
14,-11,11,-34,-8,1,,,-11,1,-19.472183227539062,12.981460571289062,-4.3271484375,34.78550720214844
-1.0,1.0,-2.0,-18.0,0.0,4.0,35.0,-18.0,-4.0,2.0,-2.258880615234375,1.9995269775390625,-2.2670745849609375,10.013565063476562
4.0,32.0,-2.0,64.0,2.0,41.0,-5.0,42.0,-12.0,2.0,64.1533203125,-38.88459777832031,-37.948219299316406,-4.17950439453125
5.0,-9.0,3.0,-5.0,7.0,-36.0,-6.0,1.0,2.0,-20.0,12.692108154296875,-21.878158569335938,8.686759948730469,-3.577239990234375
3.0,-16.0,5.0,-3.0,17.0,-58.0,-14.0,1.0,30.0,-21.0,8.355743408203125,-19.95367431640625,31.21820068359375,-5.3097381591796875
7.0,-2.0,3.0,6.0,13.0,-19.0,-5.0,0.0,49.0,-20.0,2.8193511962890625,-8.372772216796875,19.36846923828125,-7.568603515625
0,3,1,3,12,15,,,6,2,-8.18536376953125,14.806793212890625,-1.8189544677734375,-14.815994262695312
-1,7,-6,16,-18,35,,,-9,30,-18.39654541015625,27.121292114257812,-4.0881500244140625,-18.000961303710938
-3,0,-4,-12,-15,23,,,-37,29,-25.402755737304688,22.643585205078125,-5.645050048828125,-4.648506164550781
-4,-16,12,-47,-1,2,,,-16,-5,-22.655899047851562,15.103973388671875,-5.0346527099609375,26.004905700683594
1.0,-2.0,5.0,-23.0,-7.0,-7.0,20.0,-9.0,-5.0,0.0,-13.79937744140625,9.199569702148438,-3.0665130615234375,28.381103515625
4.0,2.0,-3.0,-10.0,0.0,8.0,27.0,-17.0,-5.0,2.0,6.5606231689453125,-2.4234619140625,-5.8979949951171875,3.499908447265625
3.0,10.0,0.0,26.0,0.0,21.0,5.0,5.0,-7.0,1.0,33.373382568359375,-17.112350463867188,-21.445602416992188,-1.6416015625
4.0,18.0,-8.0,47.0,0.0,20.0,-25.0,51.0,-4.0,-3.0,27.947113037109375,-23.463592529296875,-12.962539672851562,-2.936004638671875
2.0,-24.0,11.0,-10.0,26.0,-90.0,-19.0,-7.0,25.0,-42.0,10.970199584960938,-20.9693603515625,13.334564208984375,-3.6662750244140625
6.0,-5.0,2.0,1.0,16.0,-32.0,-3.0,-6.0,36.0,-8.0,7.5938262939453125,-18.828048706054688,32.071929931640625,-5.578826904296875
1,3,-2,8,0,8,,,31,-7,1.6993408203125,-5.4986724853515625,14.4873046875,-7.7935943603515625
-1,2,-6,8,-2,28,,,-1,12,-9.855621337890625,17.509414672851562,-2.1901397705078125,-16.144943237304688
-4,12,-10,17,-4,48,,,-25,42,-17.955108642578125,25.711532592773438,-3.990020751953125,-16.462417602539062
-3,-4,1,-9,-16,-11,,,-19,0,-22.539337158203125,19.878250122070312,-5.00872802734375,-4.280487060546875
-5,-14,5,-31,-9,-9,,,-16,-5,-20.840621948242188,13.893753051757812,-4.631256103515625,21.431625366210938
-3,-6,2,-25,-8,-3,,,-8,-3,-14.9622802734375,9.974853515625,-3.324951171875,28.844894409179688
-3.0,-1.0,4.0,-26.0,-6.0,3.0,19.0,-8.0,-5.0,2.0,-2.0331268310546875,1.7326507568359375,-1.7933502197265625,8.457168579101562
3.0,3.0,2.0,-9.0,-1.0,25.0,28.0,-6.0,-13.0,9.0,20.732818603515625,-9.452667236328125,-13.967300415039062,-0.81842041015625
2.0,27.0,-4.0,59.0,1.0,39.0,5.0,34.0,-8.0,3.0,32.43377685546875,-19.310958862304688,-19.375648498535156,-2.053558349609375
0.0,-4.0,-1.0,10.0,7.0,-35.0,-21.0,12.0,0.0,-20.0,20.516708374023438,-24.896926879882812,-2.5280990600585938,-3.557403564453125
1.0,-13.0,1.0,-2.0,19.0,-62.0,-16.0,-2.0,31.0,-16.0,10.226959228515625,-22.61297607421875,28.559890747070312,-5.0555572509765625
2.0,1.0,1.0,7.0,5.0,-17.0,-3.0,-3.0,34.0,-11.0,4.4379119873046875,-12.489395141601562,26.6689453125,-6.531158447265625
-1,4,-2,6,4,15,,,20,-2,-3.9796295166015625,7.180419921875,0.7323150634765625,-11.507705688476562
1,13,-11,28,-11,50,,,-19,48,-17.14166259765625,27.216293334960938,-3.8092498779296875,-19.910324096679688
0,0,-2,-1,-2,1,,,-11,1,-24.808349609375,25.7099609375,-5.512969970703125,-10.470924377441406
-4,-16,9,-36,-10,-14,,,-18,-5,-25.155120849609375,16.770095825195312,-5.59002685546875,22.18364715576172
-2,-5,5,-23,-3,-2,,,-4,-3,-14.6995849609375,9.799713134765625,-3.266571044921875,28.047637939453125
-3.0,-4.0,12.0,-34.0,9.0,15.0,45.0,-16.0,-4.0,-3.0,-2.280609130859375,1.969268798828125,-2.1086273193359375,9.664642333984375
1.0,3.0,-2.0,-5.0,-14.0,-12.0,18.0,-18.0,-9.0,3.0,27.168563842773438,-12.77313232421875,-18.091659545898438,-1.1385040283203125
1.0,9.0,-3.0,27.0,6.0,12.0,0.0,17.0,-3.0,5.0,33.22727966308594,-22.135650634765625,-18.562942504882812,-2.5059051513671875
10.0,17.0,-2.0,38.0,10.0,1.0,-12.0,39.0,2.0,-2.0,15.961517333984375,-24.535140991210938,5.834907531738281,-3.8468475341796875
1.0,-15.0,1.0,-9.0,9.0,-58.0,-15.0,-2.0,20.0,-31.0,8.101425170898438,-18.8751220703125,27.75457000732422,-4.6831207275390625
-3.0,-7.0,1.0,-3.0,5.0,-24.0,-18.0,-4.0,39.0,-24.0,3.63616943359375,-10.423187255859375,22.8646240234375,-5.982330322265625
-1.0,1.0,1.0,3.0,14.0,17.0,-2.0,-1.0,4.0,1.0,-3.5146026611328125,6.3820343017578125,0.5979461669921875,-10.544036865234375
-2,6,-4,11,-20,33,,,-4,26,-17.221694946289062,27.535079956054688,-3.8270263671875,-20.3719482421875
-5,4,-6,-1,-8,26,,,-18,28,-21.34405517578125,23.55413818359375,-4.743133544921875,-10.710517883300781
-2,-6,-2,-14,-4,-5,,,-11,-1,-22.51007080078125,15.152420043945312,-5.002227783203125,12.940208435058594
-2.0,-9.0,5.0,-24.0,-2.0,-7.0,9.0,-13.0,-10.0,-2.0,-17.005569458007812,11.3370361328125,-3.7790374755859375,28.055267333984375
-2.0,-3.0,6.0,-30.0,-4.0,-1.0,26.0,-17.0,-10.0,-2.0,-8.227432250976562,5.48736572265625,-1.836639404296875,18.8419189453125
0.0,2.0,-2.0,-3.0,-1.0,6.0,18.0,-9.0,-5.0,2.0,23.51385498046875,-10.7086181640625,-15.847381591796875,-0.9261627197265625
1.0,11.0,-2.0,33.0,1.0,7.0,1.0,17.0,-5.0,4.0,35.22821044921875,-21.91522216796875,-20.530502319335938,-2.3912811279296875
6.0,15.0,0.0,34.0,8.0,-20.0,-10.0,32.0,9.0,-13.0,19.214202880859375,-27.257781982421875,4.0848541259765625,-4.1766510009765625
4.0,-13.0,8.0,-6.0,7.0,-56.0,-15.0,-2.0,43.0,-37.0,8.924392700195312,-20.997238159179688,31.665679931640625,-5.3960723876953125
2,1,3,5,13,18,,,26,-10,3.037078857421875,-8.875213623046875,20.000762939453125,-5.9172515869140625
1,0,0,3,-3,14,,,2,5,-4.8780670166015625,8.968215942382812,-0.467376708984375,-11.985198974609375
-1,4,-7,11,-3,30,,,-14,33,-14.781585693359375,23.60687255859375,-3.2848052978515625,-17.31024169921875
-3,4,-6,0,-5,26,,,-23,30,-21.081878662109375,24.059906005859375,-4.6848602294921875,-11.52581787109375
-4,-17,4,-39,-15,-19,,,-22,-4,-23.5198974609375,16.012466430664062,-5.22662353515625,12.212539672851562
0.0,-2.0,7.0,-24.0,0.0,-3.0,18.0,-9.0,-9.0,-5.0,-17.0408935546875,11.360580444335938,-3.786865234375,27.780715942382812
-2.0,1.0,2.0,-14.0,-1.0,4.0,17.0,-9.0,-6.0,-2.0,-8.388565063476562,5.5923919677734375,-1.8641357421875,19.019622802734375
1.0,9.0,-6.0,13.0,-6.0,19.0,22.0,-14.0,-10.0,4.0,13.853271484375,-5.9979248046875,-9.690811157226562,0.1057891845703125
0.0,10.0,-10.0,39.0,-1.0,17.0,-22.0,42.0,-6.0,-1.0,31.66455078125,-17.06756591796875,-19.892684936523438,-1.699676513671875
